wconfid,pctid,x,y,z
0,30,1.004,0.074,-0.102
0,30,0.984,-0.047,-0.152
0,30,1.004,-0.039,-0.117
0,30,0.996,0.074,-0.125
0,30,0.969,-0.055,-0.137
0,30,0.996,-0.012,-0.113
0,30,1.027,0.082,-0.113
0,30,1.008,0.008,-0.152
0,30,1.043,0.086,-0.121
0,30,0.953,0.031,-0.137
0,30,0.996,-0.035,-0.121
0,30,0.973,0.031,-0.098
0,30,0.977,0.094,-0.105
0,30,1.016,0.027,-0.098
0,30,0.977,0.043,-0.152
0,30,1.027,-0.004,-0.125
0,30,0.992,-0.125,-0.125
0,30,0.969,0.023,-0.133
0,30,1.023,0.074,-0.133
0,30,0.965,0.055,-0.125
0,30,1.016,0.008,-0.137
0,30,1.004,-0.086,-0.145
0,30,0.996,0.004,-0.098
0,30,0.984,0.016,-0.086
0,30,0.957,0.121,-0.129
0,30,1,0.039,-0.121
0,30,0.969,0.141,-0.145
0,30,1.035,0.066,-0.121
0,30,0.988,-0.063,-0.156
0,30,0.992,-0.027,-0.109
0,30,1.008,0.078,-0.117
0,30,0.969,-0.051,-0.141
0,30,1.012,-0.035,-0.121
0,30,1.031,0.066,-0.125
0,30,0.996,-0.066,-0.133
0,30,0.98,-0.039,-0.105
0,30,0.984,-0.004,-0.121
0,30,0.984,-0.008,-0.105
0,30,0.965,0.094,-0.125
0,30,1.027,0.066,-0.125
0,30,0.98,-0.027,-0.137
0,30,0.996,-0.043,-0.113
0,30,1.039,0.059,-0.109
0,30,0.977,-0.086,-0.16
0,30,0.996,-0.027,-0.117
0,30,1.039,0.07,-0.121
0,30,0.961,0.094,-0.129
0,30,1.027,0.086,-0.113
0,30,0.98,-0.023,-0.148
0,30,1,0.129,-0.117
0,30,1.008,-0.082,-0.117
0,30,0.977,-0.047,-0.156
0,30,0.996,0.125,-0.109
0,30,0.992,-0.082,-0.105
0,30,0.977,-0.031,-0.152
0,30,1.008,-0.027,-0.105
0,30,1.031,0.078,-0.117
0,30,1.004,-0.039,-0.121
0,30,0.984,-0.047,-0.113
0,30,1.031,0.016,-0.117
0,30,0.984,-0.043,-0.16
0,30,1.004,-0.004,-0.113
0,30,1.02,0.078,-0.109
0,30,0.957,-0.035,-0.121
0,30,0.996,-0.055,-0.117
0,30,1.023,0.063,-0.117
0,30,0.973,-0.059,-0.156
0,30,1,-0.027,-0.125
0,30,1.02,0.082,-0.113
0,30,0.941,-0.047,-0.129
0,30,1.008,-0.039,-0.113
0,30,1.031,0.07,-0.117
0,30,0.98,0.117,-0.148
0,30,1.031,0.098,-0.117
0,30,0.965,-0.016,-0.148
0,30,0.996,0.113,-0.105
0,30,1.012,-0.078,-0.121
0,30,0.98,-0.004,-0.168
0,30,0.98,0.066,-0.117
0,30,0.996,-0.105,-0.113
0,30,0.953,0.023,-0.129
0,30,1.02,-0.047,-0.117
0,30,0.988,-0.055,-0.125
0,30,0.98,-0.02,-0.16
0,30,1.02,-0.008,-0.105
0,30,1.02,0.09,-0.109
0,30,0.98,0,-0.129
0,30,1.023,0.105,-0.125
0,30,0.988,0.027,-0.133
0,30,1.004,-0.031,-0.125
0,30,0.992,0.07,-0.105
0,30,0.988,0.055,-0.156
0,30,0.992,0.047,-0.082
0,30,0.961,0.09,-0.137
0,30,1.012,0.023,-0.133
0,30,0.973,0.121,-0.137
0,30,1.027,0.043,-0.129
0,30,0.992,-0.121,-0.156
0,30,0.98,-0.016,-0.125
0,30,1.016,0.047,-0.121
0,30,0.98,-0.094,-0.137
0,30,1.004,-0.016,-0.129
0,30,1.023,0.035,-0.121
0,30,1.004,-0.086,-0.129
0,30,0.977,-0.012,-0.121
0,30,1.031,-0.035,-0.117
0,30,0.992,0.051,-0.094
0,30,1.012,0.02,-0.121
0,30,1.004,0,-0.098
0,30,0.984,0.082,-0.125
0,30,0.988,0.066,-0.113
0,30,0.961,0.09,-0.113
0,30,1.035,0.098,-0.113
0,30,0.953,-0.008,-0.141
0,30,1.004,-0.051,-0.109
0,30,1.023,0.066,-0.117
0,30,0.969,-0.039,-0.152
0,30,0.996,-0.027,-0.117
0,30,1.027,0.09,-0.113
0,30,0.988,-0.031,-0.152
0,30,1.004,-0.055,-0.117
0,30,1.023,0.078,-0.105
0,30,0.969,-0.047,-0.148
0,30,0.992,-0.027,-0.105
0,30,1.012,0.078,-0.117
0,30,0.973,-0.043,-0.148
0,30,0.992,-0.031,-0.113
0,30,1.016,0.078,-0.098
0,30,0.984,0.016,-0.148
0,30,1.027,0.094,-0.102
0,30,1.016,0,-0.129
0,30,1.027,-0.027,-0.133
0,30,0.98,-0.027,-0.109
0,30,0.961,0.008,-0.152
0,30,0.98,-0.012,-0.102
0,30,1.004,-0.121,-0.129
0,30,0.98,-0.008,-0.137
0,30,1.004,-0.043,-0.105
0,30,1,0.066,-0.094
0,30,0.961,0,-0.152
0,30,1.012,-0.012,-0.121
0,30,0.996,-0.117,-0.117
0,30,0.98,0,-0.148
0,30,1.027,-0.043,-0.129
0,30,0.988,-0.102,-0.121
0,30,0.973,-0.008,-0.145
0,30,1,-0.027,-0.121
0,30,0.988,0.082,-0.125
0,30,0.984,0,-0.16
0,30,0.992,0.09,-0.121
0,30,0.957,0.063,-0.145
0,30,0.969,-0.02,-0.141
0,30,0.988,0.09,-0.105
0,30,1.039,-0.004,-0.105
0,30,1.016,-0.016,-0.137
0,30,0.988,-0.055,-0.098
0,30,0.973,0.055,-0.148
0,30,1.016,0,-0.117
0,30,0.969,-0.133,-0.133
0,30,0.973,0.039,-0.113
0,30,1.012,0.066,-0.094
0,30,0.957,0.059,-0.121
0,30,1,0.02,-0.121
0,30,0.973,0.086,-0.125
0,30,1.016,0.047,-0.113
0,30,0.996,-0.07,-0.148
0,30,0.992,-0.031,-0.109
0,30,1.012,0.055,-0.113
0,30,0.961,-0.102,-0.141
0,30,0.977,-0.016,-0.094
0,30,1.02,0.043,-0.137
0,30,0.973,-0.09,-0.148
0,30,0.996,-0.023,-0.109
0,30,1.016,0.047,-0.109
0,30,0.969,0.086,-0.125
0,30,1.02,0.078,-0.113
0,30,1.008,-0.047,-0.141
0,30,1.02,0.125,-0.121
0,30,0.969,0.047,-0.109
0,30,0.98,0.117,-0.109
0,30,0.988,0.012,-0.109
0,30,0.965,-0.008,-0.145
0,30,1,-0.023,-0.109
0,30,1.039,0.102,-0.109
0,30,0.992,0.004,-0.152
0,30,1.023,0.09,-0.102
0,30,0.953,0.043,-0.141
0,30,1.012,-0.027,-0.121
0,30,0.965,-0.098,-0.109
0,30,0.973,0.047,-0.156
0,30,1.02,-0.012,-0.113
0,30,0.992,-0.137,-0.102
0,30,0.938,0.039,-0.117
0,30,1.008,-0.027,-0.121
0,30,1,-0.102,-0.129
0,30,0.98,0.035,-0.148
0,30,1.02,-0.02,-0.137
0,30,0.996,-0.113,-0.121
0,30,0.961,0.043,-0.145
0,30,1.004,-0.012,-0.133
0,30,1.008,-0.113,-0.137
0,30,0.977,0.051,-0.141
0,30,1.016,-0.023,-0.129
0,30,0.957,-0.039,-0.113
0,30,0.973,0.035,-0.152
0,30,1,0.02,-0.117
0,30,0.965,0.09,-0.145
0,30,1.027,0.004,-0.121
0,30,0.988,-0.129,-0.141
0,30,0.977,0.039,-0.109
0,30,1.004,0.039,-0.09
0,30,0.961,0.082,-0.125
0,30,1.004,0.051,-0.129
0,30,0.969,0.094,-0.121
0,30,1.027,0.082,-0.113
0,30,0.973,-0.035,-0.137
0,30,1,-0.047,-0.113
0,30,1.023,0.063,-0.125
0,30,0.98,-0.063,-0.16
0,30,1,-0.035,-0.117
0,30,1.016,0.082,-0.117
0,30,0.973,-0.055,-0.141
0,30,1.004,-0.031,-0.113
0,30,1.031,0.066,-0.121
0,30,1.004,-0.063,-0.137
0,30,1,-0.035,-0.113
0,30,0.961,0.016,-0.129
0,30,0.965,-0.07,-0.145
0,30,1.02,-0.02,-0.113
0,30,1.035,0.074,-0.125
0,30,0.965,-0.031,-0.137
0,30,0.996,-0.043,-0.117
0,30,1.016,0.059,-0.121
0,30,0.98,0.125,-0.156
0,30,1.043,0.066,-0.109
0,30,0.98,-0.023,-0.164
0,30,1,0.102,-0.121
0,30,0.996,-0.109,-0.121
0,30,0.945,-0.008,-0.125
0,30,0.996,0.129,-0.102
0,30,1.008,-0.074,-0.113
0,30,0.992,-0.039,-0.152
0,30,1.004,-0.043,-0.113
0,30,1,0.086,-0.113
0,30,0.973,-0.031,-0.152
0,30,1.016,-0.031,-0.113
0,30,1.047,0.074,-0.121
0,30,0.984,0.023,-0.145
0,30,1.027,0.094,-0.121
0,30,0.996,-0.02,-0.121
0,30,0.973,0.109,-0.094
0,30,0.965,0.02,-0.109
0,30,0.98,0.07,-0.105
0,30,1.035,0.008,-0.121
0,30,0.961,0.066,-0.148
0,30,1.008,-0.012,-0.121
0,30,0.988,-0.137,-0.129
0,30,0.953,0.051,-0.129
0,30,1.023,-0.012,-0.133
0,30,1.012,-0.09,-0.141
0,30,0.965,0.063,-0.148
0,30,0.988,0.027,-0.105
0,30,0.957,0.109,-0.125
0,30,1.023,0.035,-0.121
0,30,0.988,-0.121,-0.145
0,30,0.988,0,-0.137
0,30,1.016,0.012,-0.098
0,30,0.965,0.109,-0.113
0,30,0.996,0.063,-0.117
0,30,0.949,0.109,-0.141
0,30,1.023,0.086,-0.117
0,30,0.98,-0.023,-0.148
0,30,1.012,-0.047,-0.109
0,30,1.031,0.086,-0.113
0,30,0.973,-0.043,-0.141
0,30,0.992,-0.035,-0.109
0,30,0.988,0.063,-0.137
0,30,0.992,-0.039,-0.16
0,30,1.043,-0.047,-0.113
0,30,1.016,0.082,-0.109
0,30,0.953,-0.012,-0.129
0,30,1.004,-0.047,-0.125
0,30,1.062,0.051,-0.121
0,30,0.969,-0.047,-0.156
0,30,0.996,-0.008,-0.121
0,30,1.02,0.078,-0.117
0,30,0.98,-0.023,-0.141
0,30,0.996,-0.051,-0.113
0,30,1.031,0.074,-0.109
0,30,0.984,-0.059,-0.156
0,30,0.996,-0.035,-0.109
0,30,1.012,0.086,-0.121
0,30,0.969,0.098,-0.148
0,30,1.016,0.09,-0.109
0,30,0.977,0.012,-0.152
0,30,1,-0.031,-0.125
0,30,0.992,-0.117,-0.113
0,30,1.012,-0.039,-0.117
0,30,1.008,-0.031,-0.105
0,30,1.023,-0.008,-0.113
0,30,1,-0.078,-0.117
0,30,0.988,0.086,-0.129
0,30,1.027,0.098,-0.102
0,30,0.957,0.023,-0.133
0,30,1.031,-0.043,-0.125
0,30,1.016,-0.09,-0.117
0,30,0.969,0,-0.16
0,30,1.004,0.059,-0.102
0,30,0.957,0.063,-0.145
0,30,1.012,-0.004,-0.117
0,30,0.988,0.098,-0.098
0,30,0.988,0.035,-0.117
0,30,1.027,0.066,-0.098
0,30,0.961,0.086,-0.121
0,30,1.012,0.02,-0.129
0,30,0.938,0.105,-0.121
0,30,1.016,0.055,-0.113
0,30,0.984,-0.07,-0.148
0,30,1.004,-0.031,-0.125
0,30,1.027,0.063,-0.117
0,30,0.98,-0.09,-0.137
0,30,0.992,-0.027,-0.117
0,30,1,0.043,-0.129
0,30,0.996,-0.078,-0.164
0,30,1.035,-0.066,-0.09
0,30,1.016,0.063,-0.125
0,30,0.953,-0.016,-0.133
0,30,0.992,-0.039,-0.113
0,30,1.043,0.02,-0.117
0,30,0.977,-0.098,-0.156
0,30,1.008,0.004,-0.125
0,30,1.004,-0.035,-0.098
0,30,0.965,-0.055,-0.137
0,30,1,-0.035,-0.109
0,30,1.039,0.051,-0.121
0,30,0.977,0.137,-0.16
0,30,1.023,0.07,-0.109
0,30,0.969,-0.051,-0.152
0,30,0.98,0.113,-0.105
0,30,0.992,-0.074,-0.125
0,30,0.98,-0.039,-0.152
0,30,1.004,0.102,-0.105
0,30,1.004,-0.078,-0.109
0,30,0.98,-0.07,-0.141
0,30,0.992,-0.039,-0.113
0,30,0.984,0.012,-0.129
0,30,0.992,-0.051,-0.168
0,30,1.004,-0.008,-0.121
0,30,1.02,0.082,-0.109
0,30,0.961,-0.02,-0.133
0,30,1.004,-0.051,-0.117
0,30,1.043,0.07,-0.133
0,30,0.973,-0.055,-0.16
0,30,0.977,-0.023,-0.102
0,30,1.023,0.086,-0.109
0,30,0.977,-0.035,-0.145
0,30,1.004,-0.055,-0.117
0,30,1.035,0.078,-0.113
0,30,0.977,-0.059,-0.148
0,30,0.988,-0.035,-0.105
0,30,1.012,0.074,-0.121
0,30,0.965,0.105,-0.152
0,30,1.012,0.09,-0.117
0,30,0.98,0.016,-0.148
0,30,0.996,-0.027,-0.117
0,30,0.988,-0.109,-0.098
0,30,1,0.023,-0.141
0,30,1.008,-0.031,-0.129
0,30,0.965,-0.016,-0.133
0,30,0.973,0.004,-0.156
0,30,1.008,-0.012,-0.113
0,30,0.996,-0.117,-0.109
0,30,0.953,0.008,-0.133
0,30,1.031,-0.039,-0.133
0,30,1.008,-0.082,-0.129
0,30,0.973,0.008,-0.156
0,30,1,-0.02,-0.113
0,30,0.98,-0.121,-0.113
0,30,0.969,0.012,-0.145
0,30,1.023,0.098,-0.133
0,30,0.977,0.051,-0.152
0,30,1.012,-0.02,-0.125
0,30,0.98,0.078,-0.09
0,30,0.98,0.035,-0.098
0,30,1.004,0.047,-0.09
0,30,0.98,0.074,-0.133
0,30,1.004,0.027,-0.117
0,30,0.969,0.105,-0.133
0,30,1.027,0.059,-0.117
0,30,0.984,-0.082,-0.129
0,30,0.984,-0.031,-0.121
0,30,0.984,0.027,-0.137
0,30,0.996,-0.086,-0.156
0,30,1.035,-0.023,-0.125
0,30,1.012,0.059,-0.109
0,30,0.965,-0.047,-0.129
0,30,0.996,-0.039,-0.117
0,30,1.051,0.047,-0.125
0,30,0.969,-0.105,-0.152
0,30,0.977,-0.004,-0.109
0,30,1.02,0.055,-0.121
0,30,0.973,-0.07,-0.145
0,30,0.992,-0.039,-0.105
0,30,1.027,0.051,-0.121
0,30,0.977,-0.102,-0.156
0,30,0.988,-0.027,-0.105
0,30,1.016,0.051,-0.125
0,30,0.965,0.117,-0.145
0,30,1.02,0.074,-0.125
0,30,0.98,-0.047,-0.152
0,30,0.996,0.078,-0.109
0,30,0.996,-0.07,-0.105
0,30,1.031,-0.039,-0.121
0,30,1.004,0.133,-0.117
0,30,0.973,0.027,-0.141
0,30,0.988,0.117,-0.125
0,30,1.035,0.004,-0.105
0,30,0.969,-0.004,-0.148
0,30,0.992,-0.02,-0.105
0,30,1.039,0.105,-0.105
0,30,0.992,0.078,-0.145
0,30,1.031,0.098,-0.102
0,30,0.961,0.039,-0.148
0,30,1.008,-0.023,-0.133
0,30,0.992,-0.086,-0.121
0,30,0.969,0.047,-0.152
0,30,1.016,-0.016,-0.125
0,30,0.988,-0.137,-0.133
0,30,0.969,0.035,-0.145
0,30,1.012,-0.035,-0.125
0,30,0.977,-0.102,-0.113
0,30,0.977,0.023,-0.152
0,30,1.016,-0.023,-0.125
0,30,1,-0.105,-0.117
0,30,0.965,0.023,-0.141
0,30,0.992,0.07,-0.133
0,30,0.957,0.078,-0.141
0,30,1.008,0.008,-0.137
0,30,1.004,-0.117,-0.137
0,30,1.047,-0.023,-0.125
0,30,1.008,-0.004,-0.117
0,30,0.961,0.031,-0.09
0,30,0.984,0.027,-0.094
0,30,0.992,0.008,-0.102
0,30,0.969,0.113,-0.137
0,30,1.012,0.012,-0.117
0,30,0.965,0.129,-0.121
0,30,1.035,0.023,-0.113
0,30,0.977,-0.086,-0.152
0,30,0.992,-0.004,-0.117
0,30,1.023,0.066,-0.121
0,30,0.988,-0.059,-0.148
0,30,1,-0.039,-0.117
0,30,0.992,0.055,-0.105
0,30,0.977,-0.094,-0.152
0,30,0.996,-0.027,-0.117
0,30,1.023,0.055,-0.129
0,30,0.965,-0.086,-0.145
0,30,0.988,-0.027,-0.105
0,30,1.016,0.051,-0.117
0,30,0.984,-0.074,-0.145
0,30,1.012,-0.023,-0.121
0,30,1.02,-0.035,-0.121
0,30,0.977,-0.105,-0.145
0,30,0.961,0.082,-0.117
0,30,1.027,0.051,-0.133
0,30,0.988,0.086,-0.133
0,30,1.035,0.086,-0.125
0,30,0.98,-0.023,-0.148
0,30,1,0.137,-0.117
0,30,1.004,-0.059,-0.098
0,30,0.984,-0.07,-0.152
0,30,0.984,-0.027,-0.125
0,30,1.027,0.078,-0.113
0,30,0.98,-0.059,-0.145
0,30,1.004,-0.051,-0.105
0,30,0.996,0.066,-0.105
0,30,0.977,-0.07,-0.152
0,30,0.996,-0.031,-0.109
0,30,1.008,0.063,-0.125
0,30,0.984,-0.078,-0.145
0,30,0.996,-0.004,-0.113
0,30,1.027,0.07,-0.109
0,30,0.992,-0.016,-0.133
0,30,1.012,-0.031,-0.117
0,30,1.012,0.004,-0.105
0,30,0.969,-0.094,-0.145
0,30,0.977,-0.008,-0.098
0,30,1.031,0.07,-0.125
0,30,0.977,0.105,-0.133
0,30,1.027,0.094,-0.113
0,30,0.969,-0.027,-0.141
0,30,0.996,0.137,-0.105
0,30,0.988,-0.051,-0.105
0,30,0.973,-0.035,-0.152
0,30,1.008,0.113,-0.121
0,30,1.004,-0.094,-0.113
0,30,0.973,-0.035,-0.152
0,30,1.008,-0.051,-0.109
0,30,1.023,0.078,-0.109
0,30,0.992,-0.043,-0.148
0,30,1.004,-0.035,-0.117
0,30,0.984,0.074,-0.125
0,30,0.965,-0.039,-0.148
0,30,0.992,-0.051,-0.125
0,30,1.035,0.086,-0.109
0,30,0.961,0.008,-0.148
0,30,1.039,0.09,-0.117
0,30,0.973,0.027,-0.148
0,30,0.996,-0.035,-0.121
0,30,0.973,0.039,-0.09
0,30,0.98,0.07,-0.102
0,30,1.012,0.023,-0.098
0,30,0.969,0.082,-0.148
0,30,1.012,0.008,-0.121
0,30,0.957,0.117,-0.125
0,30,1.031,0.035,-0.117
0,30,0.988,-0.113,-0.141
0,30,0.973,0.008,-0.125
0,30,1.008,-0.004,-0.102
0,30,0.984,-0.078,-0.152
0,30,1,-0.027,-0.121
0,30,1,0.039,-0.105
0,30,0.98,-0.105,-0.145
0,30,0.988,-0.016,-0.117
0,30,1.016,0.035,-0.137
0,30,0.996,-0.105,-0.152
0,30,0.984,-0.008,-0.102
0,30,1.016,0.035,-0.117
0,30,0.988,-0.066,-0.141
0,30,1.016,-0.012,-0.125
0,30,1.031,-0.02,-0.121
0,30,0.984,-0.117,-0.086
0,30,0.969,0.07,-0.125
0,30,1.023,0.027,-0.129
0,30,0.988,0.098,-0.129
0,30,1.031,0.074,-0.125
0,30,0.969,-0.043,-0.145
0,30,1,0.137,-0.121
0,30,1.004,-0.043,-0.109
0,30,0.98,-0.082,-0.16
0,30,1,0.117,-0.121
0,30,1.004,-0.051,-0.105
0,30,0.98,-0.07,-0.145
0,30,0.996,-0.043,-0.109
0,30,1.016,0.059,-0.109
0,30,0.988,-0.078,-0.156
0,30,0.996,-0.031,-0.117
0,30,0.996,0.063,-0.121
0,30,0.973,-0.078,-0.141
0,30,0.973,-0.016,-0.117
0,30,1.023,0.07,-0.117
0,30,0.965,0,-0.145
0,30,1.039,0.086,-0.117
0,30,0.957,0.016,-0.133
0,30,0.996,-0.047,-0.125
0,30,0.98,0.039,-0.094
0,30,0.973,0.105,-0.094
0,30,1.008,0.023,-0.105
0,30,0.973,0.035,-0.152
0,30,1.027,-0.008,-0.125
0,30,0.988,-0.125,-0.125
0,30,0.973,0.023,-0.137
0,30,1.023,-0.035,-0.129
0,30,1.008,-0.086,-0.133
0,30,0.973,0.016,-0.156
0,30,1.027,0.055,-0.109
0,30,0.961,0.078,-0.148
0,30,0.992,0.008,-0.102
0,30,0.984,-0.129,-0.137
0,30,0.988,0.016,-0.109
0,30,1.023,0.055,-0.105
0,30,0.977,0.102,-0.137
0,30,1.016,0.035,-0.121
0,30,0.965,0.113,-0.121
0,30,1.012,0.066,-0.117
0,30,0.973,-0.063,-0.133
0,30,1.012,-0.027,-0.113
0,30,1.027,0.059,-0.117
0,30,0.988,-0.07,-0.137
0,30,0.98,-0.039,-0.117
0,30,1.012,-0.035,-0.105
0,30,0.984,0.016,-0.098
0,30,1.035,-0.016,-0.121
0,30,1.023,0.059,-0.121
0,30,0.992,-0.031,-0.141
0,30,0.988,-0.039,-0.105
0,30,1.035,0.047,-0.113
0,30,0.973,-0.102,-0.152
0,30,0.996,-0.027,-0.117
0,30,1.031,0.055,-0.109
0,30,0.961,-0.074,-0.125
0,30,1,-0.031,-0.105
0,30,1.016,0.047,-0.117
0,30,0.977,0.137,-0.156
0,30,1.02,0.078,-0.113
0,30,0.977,-0.066,-0.156
0,30,0.988,0.117,-0.109
0,30,0.996,-0.063,-0.105
0,30,0.98,-0.059,-0.152
0,30,1.016,-0.004,-0.094
0,30,1.031,0.066,-0.125
0,30,1.008,-0.035,-0.121
0,30,0.988,-0.043,-0.117
0,30,1.023,0.012,-0.113
0,30,0.984,-0.074,-0.164
0,30,1.008,-0.008,-0.129
0,30,1.023,0.07,-0.113
0,30,0.973,-0.043,-0.129
0,30,0.996,-0.051,-0.121
0,30,1.023,0.059,-0.117
0,30,0.973,-0.082,-0.156
0,30,0.992,-0.023,-0.117
0,30,1.023,0.07,-0.117
0,30,0.945,-0.063,-0.133
0,35,0.988,-0.086,-0.145
0,35,0.98,0.094,-0.125
0,35,1.016,-0.043,-0.105
0,35,0.992,-0.07,-0.137
0,35,0.992,0.117,-0.125
0,35,1,-0.02,-0.113
0,35,0.969,-0.094,-0.141
0,35,0.977,0.027,-0.129
0,35,1.004,-0.027,-0.09
0,35,0.961,-0.043,-0.125
0,35,0.977,-0.004,-0.137
0,35,1.016,-0.004,-0.113
0,35,0.988,0.023,-0.105
0,35,1.027,-0.031,-0.113
0,35,1.031,0.043,-0.125
0,35,0.973,-0.004,-0.137
0,35,0.992,0.008,-0.113
0,35,1.016,0.012,-0.105
0,35,0.961,0.105,-0.121
0,35,1.004,0.063,-0.109
0,35,0.965,0.094,-0.113
0,35,1.027,0.078,-0.098
0,35,0.957,-0.035,-0.133
0,35,0.992,-0.016,-0.117
0,35,1.031,0.055,-0.105
0,35,0.98,-0.039,-0.148
0,35,0.992,-0.004,-0.117
0,35,1.039,0.082,-0.109
0,35,0.957,-0.035,-0.148
0,35,1,-0.023,-0.121
0,35,1.012,0.055,-0.109
0,35,0.977,-0.059,-0.145
0,35,0.984,0.027,-0.121
0,35,0.992,-0.074,-0.105
0,35,0.977,-0.027,-0.133
0,35,0.988,-0.02,-0.117
0,35,1.051,0.023,-0.117
0,35,0.977,0.109,-0.156
0,35,1.043,0.008,-0.117
0,35,0.977,-0.016,-0.152
0,35,1.012,0.07,-0.117
0,35,0.992,-0.098,-0.121
0,35,0.953,0.027,-0.137
0,35,1.023,-0.012,-0.117
0,35,0.957,0.008,-0.129
0,35,0.98,0.094,-0.109
0,35,0.984,0.07,-0.129
0,35,0.992,0.023,-0.16
0,35,1.008,0.063,-0.117
0,35,0.965,0.066,-0.137
0,35,1,0.012,-0.133
0,35,0.969,-0.109,-0.137
0,35,0.98,0.027,-0.098
0,35,1.016,0.023,-0.09
0,35,0.992,0.074,-0.133
0,35,1,-0.016,-0.113
0,35,1,-0.098,-0.148
0,35,0.984,0.078,-0.133
0,35,1.02,-0.004,-0.105
0,35,0.992,-0.098,-0.141
0,35,0.98,0.055,-0.129
0,35,1,-0.008,-0.094
0,35,1,-0.094,-0.141
0,35,0.98,0.02,-0.137
0,35,1.008,0.008,-0.109
0,35,0.965,0.098,-0.129
0,35,1.004,0.055,-0.117
0,35,0.965,0.098,-0.145
0,35,1.012,0.074,-0.109
0,35,0.965,-0.039,-0.152
0,35,0.996,0.082,-0.117
0,35,1,-0.063,-0.109
0,35,0.992,-0.051,-0.145
0,35,0.996,0.105,-0.125
0,35,1.012,-0.047,-0.105
0,35,0.969,-0.047,-0.137
0,35,0.984,0.016,-0.09
0,35,1,-0.066,-0.102
0,35,1.023,-0.035,-0.137
0,35,1.016,-0.004,-0.133
0,35,1.027,-0.027,-0.117
0,35,0.984,-0.027,-0.09
0,35,0.953,0.09,-0.117
0,35,1.035,0.07,-0.109
0,35,0.961,-0.016,-0.137
0,35,0.996,-0.016,-0.121
0,35,1.043,0.02,-0.113
0,35,0.973,-0.066,-0.148
0,35,0.988,0.031,-0.121
0,35,1.004,-0.055,-0.109
0,35,0.949,-0.051,-0.141
0,35,0.984,-0.02,-0.117
0,35,1.027,0.051,-0.105
0,35,0.977,0.113,-0.148
0,35,1.008,0.051,-0.09
0,35,0.965,-0.031,-0.148
0,35,0.992,0.09,-0.125
0,35,1.004,-0.094,-0.113
0,35,0.984,-0.023,-0.145
0,35,0.988,-0.027,-0.105
0,35,1.027,0.074,-0.102
0,35,0.984,-0.039,-0.141
0,35,0.988,-0.004,-0.125
0,35,0.977,0.082,-0.129
0,35,0.98,-0.031,-0.152
0,35,0.969,-0.02,-0.102
0,35,1.031,0.086,-0.102
0,35,0.977,-0.004,-0.141
0,35,1.008,-0.016,-0.125
0,35,1.043,0.02,-0.113
0,35,0.977,-0.055,-0.156
0,35,0.977,0.016,-0.121
0,35,1,-0.074,-0.105
0,35,0.969,-0.039,-0.148
0,35,0.984,-0.023,-0.121
0,35,1.02,0.066,-0.105
0,35,0.965,-0.063,-0.141
0,35,0.984,-0.008,-0.109
0,35,1.02,0.066,-0.117
0,35,0.973,0.098,-0.145
0,35,1.012,0.082,-0.121
0,35,0.973,-0.023,-0.141
0,35,0.973,0.008,-0.102
0,35,0.996,-0.094,-0.117
0,35,0.961,0.023,-0.152
0,35,1.043,-0.02,-0.125
0,35,1,-0.039,-0.121
0,35,0.984,-0.039,-0.152
0,35,0.996,0.012,-0.117
0,35,1.004,-0.09,-0.113
0,35,0.977,-0.031,-0.145
0,35,1,-0.027,-0.121
0,35,1.016,0.063,-0.098
0,35,0.984,-0.047,-0.148
0,35,0.988,-0.012,-0.109
0,35,0.984,0.063,-0.121
0,35,0.965,-0.051,-0.141
0,35,1.035,-0.059,-0.098
0,35,1.031,0.078,-0.113
0,35,0.973,-0.027,-0.145
0,35,0.984,-0.023,-0.109
0,35,1.016,0.051,-0.105
0,35,0.984,0.113,-0.152
0,35,1.031,0.066,-0.113
0,35,0.973,-0.02,-0.152
0,35,0.992,0.09,-0.117
0,35,0.996,-0.098,-0.113
0,35,0.969,-0.02,-0.141
0,35,1.004,0.051,-0.105
0,35,1.004,-0.082,-0.117
0,35,1.008,0.004,-0.133
0,35,1.023,-0.02,-0.113
0,35,0.992,-0.043,-0.125
0,35,0.984,-0.031,-0.16
0,35,0.988,0.012,-0.109
0,35,0.988,-0.082,-0.102
0,35,0.98,-0.035,-0.145
0,35,0.996,-0.031,-0.117
0,35,1.027,0.066,-0.105
0,35,0.965,-0.059,-0.133
0,35,0.992,-0.012,-0.109
0,35,1.02,-0.02,-0.117
0,35,0.992,-0.059,-0.098
0,35,0.957,0.094,-0.137
0,35,1.023,0.07,-0.113
0,35,0.941,-0.039,-0.148
0,35,0.984,-0.023,-0.109
0,35,1.008,0.063,-0.105
0,35,0.961,0.117,-0.145
0,35,1.016,0.066,-0.094
0,35,0.984,-0.031,-0.141
0,35,1,0.109,-0.117
0,35,1.012,0,-0.113
0,35,0.961,0.098,-0.105
0,35,1.043,0.016,-0.121
0,35,0.977,0.023,-0.152
0,35,1.016,0.012,-0.098
0,35,0.953,0.063,-0.145
0,35,0.992,0.02,-0.113
0,35,0.973,-0.125,-0.133
0,35,0.98,0.035,-0.117
0,35,1.023,0.051,-0.094
0,35,0.949,0.082,-0.125
0,35,1.008,0.008,-0.125
0,35,0.965,0.102,-0.137
0,35,0.949,0.063,-0.145
0,35,0.988,-0.074,-0.145
0,35,1,0.004,-0.105
0,35,1.004,-0.047,-0.098
0,35,1,-0.07,-0.137
